51 0 AP890503-0279  1 0.26781082 run-1
63 0 AP891203-0072  34 0.05349631 run-1
63 0 AP891104-0039  35 0.05349631 run-1
63 0 AP890525-0002  36 0.04953362 run-1
63 0 AP890614-0130  37 0.04953362 run-1
63 0 AP891016-0231  38 0.04953362 run-1
63 0 AP890425-0091  39 0.04953362 run-1
63 0 AP890320-0193  40 0.04953362 run-1
63 0 AP891123-0123  41 0.04953362 run-1
63 0 AP891004-0154  42 0.04953362 run-1
63 0 AP890116-0063  43 0.04953362 run-1
63 0 AP890517-0137  44 0.04953362 run-1
63 0 AP890928-0089  45 0.049239118 run-1
63 0 AP891127-0145  46 0.049239118 run-1
63 0 AP891114-0159  47 0.048542947 run-1
63 0 AP890715-0119  48 0.048542947 run-1
63 0 AP891115-0232  49 0.048542947 run-1
63 0 AP890424-0096  50 0.048542947 run-1
63 0 AP890318-0040  51 0.048542947 run-1
63 0 AP890913-0281  52 0.048542947 run-1
63 0 AP890809-0113  53 0.048542947 run-1
63 0 AP890213-0254  54 0.048542947 run-1
63 0 AP891006-0257  55 0.048542947 run-1
63 0 AP891128-0107  56 0.048542947 run-1
63 0 AP891005-0254  57 0.048085075 run-1
63 0 AP891213-0081  58 0.047552276 run-1
63 0 AP890620-0215  59 0.047552276 run-1
63 0 AP890622-0210  60 0.047552276 run-1
63 0 AP891025-0281  61 0.04458026 run-1
63 0 AP890609-0185  62 0.04458026 run-1
63 0 AP890831-0261  63 0.04458026 run-1
63 0 AP891203-0025  64 0.038468063 run-1
63 0 AP891106-0177  65 0.038468063 run-1
63 0 AP891108-0250  66 0.038468063 run-1
63 0 AP890603-0131  67 0.038468063 run-1
63 0 AP890219-0033  68 0.038468063 run-1
63 0 AP890220-0059  69 0.038468063 run-1
63 0 AP890921-0089  70 0.038468063 run-1
63 0 AP891219-0071  71 0.0376987 run-1
63 0 AP890223-0101  72 0.0376987 run-1
63 0 AP891204-0019  73 0.0376987 run-1
63 0 AP890424-0189  74 0.0376987 run-1
63 0 AP890518-0037  75 0.037150215 run-1
63 0 AP890609-0061  76 0.03640721 run-1
63 0 AP890927-0033  77 0.03640721 run-1
63 0 AP891117-0115  78 0.03640721 run-1
63 0 AP890527-0036  79 0.03640721 run-1
63 0 AP891018-0125  80 0.03640721 run-1
63 0 AP890512-0124  81 0.03640721 run-1
63 0 AP891003-0158  82 0.03640721 run-1
63 0 AP890707-0044  83 0.03640721 run-1
63 0 AP891110-0007  84 0.03640721 run-1
63 0 AP890608-0144  85 0.035664205 run-1
63 0 AP891027-0026  86 0.035664205 run-1
63 0 AP891201-0092  87 0.035664205 run-1
63 0 AP891011-0099  88 0.035664205 run-1
63 0 AP890313-0074  89 0.035664205 run-1
63 0 AP890716-0026  90 0.035664205 run-1
63 0 AP890122-0074  91 0.035664205 run-1
63 0 AP890314-0113  92 0.035664205 run-1
63 0 AP891207-0207  93 0.035664205 run-1
63 0 AP890912-0105  94 0.035664205 run-1
63 0 AP890912-0240  95 0.035664205 run-1
63 0 AP891121-0007  96 0.035664205 run-1
63 0 AP891103-0159  97 0.035664205 run-1
63 0 AP890704-0133  98 0.035664205 run-1
63 0 AP890829-0203  99 0.035664205 run-1
63 0 AP890129-0052  100 0.035664205 run-1
63 0 AP890601-0310  101 0.035664205 run-1
63 0 AP890114-0114  102 0.035664205 run-1
63 0 AP890131-0275  103 0.035664205 run-1
63 0 AP890517-0243  104 0.035664205 run-1
63 0 AP890920-0123  105 0.035664205 run-1
63 0 AP890920-0196  106 0.035664205 run-1
63 0 AP890903-0040  107 0.035664205 run-1
63 0 AP890118-0103  108 0.035664205 run-1
63 0 AP890222-0023  109 0.031701516 run-1
63 0 AP890119-0144  110 0.031701516 run-1
63 0 AP890906-0167  111 0.031701516 run-1
63 0 AP891114-0062  112 0.031701516 run-1
63 0 AP890420-0058  113 0.031701516 run-1
63 0 AP890207-0212  114 0.031701516 run-1
63 0 AP890524-0083  115 0.031701516 run-1
63 0 AP890405-0042  116 0.031701516 run-1
63 0 AP890124-0009  117 0.031701516 run-1
63 0 AP890107-0150  118 0.031701516 run-1
63 0 AP890928-0068  119 0.031701516 run-1
63 0 AP890316-0240  120 0.031701516 run-1
63 0 AP891016-0227  121 0.031701516 run-1
63 0 AP890615-0151  122 0.031701516 run-1
63 0 AP890913-0155  123 0.031701516 run-1
63 0 AP891017-0243  124 0.031701516 run-1
63 0 AP890301-0283  125 0.031701516 run-1
63 0 AP890301-0300  126 0.031701516 run-1
63 0 AP890127-0149  127 0.031701516 run-1
63 0 AP890410-0224  128 0.031701516 run-1
63 0 AP890724-0169  129 0.031701516 run-1
63 0 AP890811-0085  130 0.031701516 run-1
63 0 AP890516-0131  131 0.031701516 run-1
63 0 AP890413-0164  132 0.031701516 run-1
63 0 AP890430-0081  133 0.031701516 run-1
63 0 AP890201-0146  134 0.031701516 run-1
63 0 AP890815-0035  135 0.031701516 run-1
63 0 AP890117-0242  136 0.031701516 run-1
63 0 AP890711-0254  137 0.031701516 run-1
63 0 AP891014-0025  138 0.030958513 run-1
63 0 AP890127-0214  139 0.030958513 run-1
63 0 AP890726-0291  140 0.030958513 run-1
63 0 AP890814-0200  141 0.030958513 run-1
63 0 AP890920-0224  142 0.028851045 run-1
63 0 AP890222-0222  143 0.027697004 run-1
63 0 AP890312-0020  144 0.027697004 run-1
63 0 AP891225-0039  145 0.027697004 run-1
63 0 AP890701-0079  146 0.027697004 run-1
63 0 AP891109-0261  147 0.027697004 run-1
63 0 AP890329-0230  148 0.026748154 run-1
63 0 AP890103-0189  149 0.026748154 run-1
63 0 AP890330-0246  150 0.026748154 run-1
63 0 AP890404-0185  151 0.026748154 run-1
63 0 AP890717-0233  152 0.026748154 run-1
63 0 AP890718-0126  153 0.026748154 run-1
63 0 AP891016-0010  154 0.026748154 run-1
63 0 AP891101-0188  155 0.026748154 run-1
63 0 AP891102-0059  156 0.026748154 run-1
63 0 AP890318-0112  157 0.026748154 run-1
63 0 AP890425-0216  158 0.026748154 run-1
63 0 AP890913-0308  159 0.026748154 run-1
63 0 AP890425-0242  160 0.026748154 run-1
63 0 AP890830-0029  161 0.026748154 run-1
63 0 AP891020-0244  162 0.026748154 run-1
63 0 AP890412-0248  163 0.026748154 run-1
63 0 AP890201-0118  164 0.026748154 run-1
63 0 AP890308-0245  165 0.026748154 run-1
63 0 AP890203-0185  166 0.02476681 run-1
63 0 AP890817-0074  167 0.02476681 run-1
63 0 AP890204-0008  168 0.02476681 run-1
63 0 AP890119-0228  169 0.02476681 run-1
63 0 AP891112-0073  170 0.02476681 run-1
63 0 AP890522-0024  171 0.02476681 run-1
63 0 AP890311-0037  172 0.02476681 run-1
63 0 AP891201-0025  173 0.02476681 run-1
63 0 AP890312-0016  174 0.02476681 run-1
63 0 AP890924-0041  175 0.02476681 run-1
63 0 AP890120-0202  176 0.02476681 run-1
63 0 AP891027-0236  177 0.02476681 run-1
63 0 AP891202-0043  178 0.02476681 run-1
63 0 AP891114-0072  179 0.02476681 run-1
63 0 AP890121-0022  180 0.02476681 run-1
63 0 AP890224-0078  181 0.02476681 run-1
63 0 AP890224-0110  182 0.02476681 run-1
63 0 AP890908-0014  183 0.02476681 run-1
63 0 AP891029-0067  184 0.02476681 run-1
63 0 AP890524-0087  185 0.02476681 run-1
63 0 AP890420-0243  186 0.02476681 run-1
63 0 AP890420-0289  187 0.02476681 run-1
63 0 AP890314-0293  188 0.02476681 run-1
63 0 AP890208-0206  189 0.02476681 run-1
63 0 AP890209-0086  190 0.02476681 run-1
63 0 AP890209-0134  191 0.02476681 run-1
63 0 AP890911-0234  192 0.02476681 run-1
63 0 AP890824-0045  193 0.02476681 run-1
63 0 AP890316-0106  194 0.02476681 run-1
63 0 AP890614-0028  195 0.02476681 run-1
63 0 AP890719-0081  196 0.02476681 run-1
63 0 AP890125-0136  197 0.02476681 run-1
63 0 AP890806-0005  198 0.02476681 run-1
63 0 AP890720-0089  199 0.02476681 run-1
63 0 AP890825-0150  200 0.02476681 run-1
63 0 AP891017-0136  201 0.02476681 run-1
63 0 AP890720-0231  202 0.02476681 run-1
63 0 AP890407-0215  203 0.02476681 run-1
63 0 AP891228-0171  204 0.02476681 run-1
63 0 AP890930-0004  205 0.02476681 run-1
63 0 AP890126-0203  206 0.02476681 run-1
63 0 AP890318-0155  207 0.02476681 run-1
63 0 AP890127-0008  208 0.02476681 run-1
63 0 AP891211-0170  209 0.02476681 run-1
63 0 AP890426-0060  210 0.02476681 run-1
63 0 AP891018-0248  211 0.02476681 run-1
63 0 AP891018-0308  212 0.02476681 run-1
63 0 AP890809-0104  213 0.02476681 run-1
63 0 AP891231-0036  214 0.02476681 run-1
63 0 AP891212-0045  215 0.02476681 run-1
63 0 AP890427-0083  216 0.02476681 run-1
63 0 AP890514-0005  217 0.02476681 run-1
63 0 AP891020-0095  218 0.02476681 run-1
63 0 AP890215-0135  219 0.02476681 run-1
63 0 AP890811-0071  220 0.02476681 run-1
63 0 AP891106-0241  221 0.02476681 run-1
63 0 AP890707-0050  222 0.02476681 run-1
63 0 AP890707-0206  223 0.02476681 run-1
63 0 AP891021-0067  224 0.02476681 run-1
63 0 AP890620-0172  225 0.02476681 run-1
63 0 AP890114-0096  226 0.02476681 run-1
63 0 AP890725-0273  227 0.02476681 run-1
63 0 AP890131-0260  228 0.02476681 run-1
63 0 AP890413-0156  229 0.02476681 run-1
63 0 AP890517-0210  230 0.02476681 run-1
63 0 AP891108-0301  231 0.02476681 run-1
63 0 AP890622-0083  232 0.02476681 run-1
63 0 AP890117-0122  233 0.02476681 run-1
63 0 AP890605-0011  234 0.02476681 run-1
63 0 AP890904-0052  235 0.02476681 run-1
63 0 AP890327-0134  236 0.02476681 run-1
63 0 AP890202-0298  237 0.02476681 run-1
63 0 AP890712-0144  238 0.024619559 run-1
63 0 AP890310-0216  239 0.024619559 run-1
63 0 AP891011-0200  240 0.024619559 run-1
63 0 AP891028-0067  241 0.024619559 run-1
63 0 AP890105-0188  242 0.024619559 run-1
63 0 AP890718-0100  243 0.024619559 run-1
63 0 AP890316-0018  244 0.024619559 run-1
63 0 AP890616-0105  245 0.024619559 run-1
63 0 AP890302-0176  246 0.024619559 run-1
63 0 AP890426-0072  247 0.024619559 run-1
63 0 AP890303-0121  248 0.024619559 run-1
63 0 AP891122-0079  249 0.024619559 run-1
63 0 AP890411-0134  250 0.024619559 run-1
63 0 AP890916-0065  251 0.024619559 run-1
63 0 AP890708-0003  252 0.024619559 run-1
63 0 AP890814-0110  253 0.024619559 run-1
63 0 AP890710-0071  254 0.024619559 run-1
63 0 AP890221-0159  255 0.024619559 run-1
63 0 AP890203-0190  256 0.024271473 run-1
63 0 AP891130-0226  257 0.024271473 run-1
63 0 AP890608-0211  258 0.024271473 run-1
63 0 AP890609-0040  259 0.024271473 run-1
63 0 AP890224-0198  260 0.024271473 run-1
63 0 AP890611-0002  261 0.024271473 run-1
63 0 AP890207-0203  262 0.024271473 run-1
63 0 AP890611-0081  263 0.024271473 run-1
63 0 AP890802-0213  264 0.024271473 run-1
63 0 AP891223-0050  265 0.024271473 run-1
63 0 AP890107-0041  266 0.024271473 run-1
63 0 AP890107-0042  267 0.024271473 run-1
63 0 AP890227-0283  268 0.024271473 run-1
63 0 AP890509-0267  269 0.024271473 run-1
63 0 AP890720-0221  270 0.024271473 run-1
63 0 AP890615-0207  271 0.024271473 run-1
63 0 AP890319-0010  272 0.024271473 run-1
63 0 AP890512-0075  273 0.024271473 run-1
63 0 AP890704-0119  274 0.024271473 run-1
63 0 AP890704-0166  275 0.024271473 run-1
63 0 AP890323-0019  276 0.024271473 run-1
63 0 AP890601-0274  277 0.024271473 run-1
63 0 AP890428-0193  278 0.024271473 run-1
63 0 AP890413-0005  279 0.024271473 run-1
63 0 AP890621-0043  280 0.024271473 run-1
63 0 AP890709-0003  281 0.024271473 run-1
63 0 AP890622-0255  282 0.024271473 run-1
63 0 AP890220-0155  283 0.024271473 run-1
63 0 AP890417-0222  284 0.019234031 run-1
63 0 AP891016-0226  285 0.019234031 run-1
63 0 AP891103-0230  286 0.019234031 run-1
63 0 AP890901-0155  287 0.019234031 run-1
63 0 AP890902-0030  288 0.019234031 run-1
63 0 AP890505-0162  289 0.01884935 run-1
63 0 AP890420-0060  290 0.01884935 run-1
63 0 AP890421-0081  291 0.01884935 run-1
63 0 AP890718-0056  292 0.01884935 run-1
63 0 AP891116-0153  293 0.01884935 run-1
63 0 AP890718-0134  294 0.01884935 run-1
63 0 AP890614-0045  295 0.01884935 run-1
63 0 AP890805-0103  296 0.01884935 run-1
63 0 AP890126-0085  297 0.01884935 run-1
63 0 AP890703-0107  298 0.01884935 run-1
63 0 AP891018-0013  299 0.01884935 run-1
63 0 AP890425-0302  300 0.01884935 run-1
63 0 AP890127-0211  301 0.01884935 run-1
63 0 AP890617-0075  302 0.01884935 run-1
63 0 AP890917-0084  303 0.01884935 run-1
63 0 AP891021-0036  304 0.01884935 run-1
63 0 AP890115-0016  305 0.01884935 run-1
63 0 AP891216-0126  306 0.01884935 run-1
63 0 AP890221-0051  307 0.01884935 run-1
63 0 AP890906-0010  308 0.018575108 run-1
63 0 AP890626-0199  309 0.018575108 run-1
63 0 AP890715-0141  310 0.018575108 run-1
63 0 AP891012-0172  311 0.018575108 run-1
63 0 AP890225-0053  312 0.018575108 run-1
63 0 AP890225-0160  313 0.018575108 run-1
63 0 AP890508-0219  314 0.018575108 run-1
63 0 AP890107-0018  315 0.018575108 run-1
63 0 AP891031-0170  316 0.018575108 run-1
63 0 AP890124-0259  317 0.018575108 run-1
63 0 AP890406-0071  318 0.018575108 run-1
63 0 AP890630-0278  319 0.018575108 run-1
63 0 AP890914-0002  320 0.018575108 run-1
63 0 AP890411-0200  321 0.018575108 run-1
63 0 AP890413-0051  322 0.018575108 run-1
63 0 AP891108-0248  323 0.018575108 run-1
63 0 AP890329-0026  324 0.017832102 run-1
63 0 AP890625-0027  325 0.017832102 run-1
63 0 AP890119-0240  326 0.017832102 run-1
63 0 AP890818-0062  327 0.017832102 run-1
63 0 AP890713-0250  328 0.017832102 run-1
63 0 AP891220-0158  329 0.017832102 run-1
63 0 AP891011-0147  330 0.017832102 run-1
63 0 AP891113-0250  331 0.017832102 run-1
63 0 AP890819-0148  332 0.017832102 run-1
63 0 AP890330-0232  333 0.017832102 run-1
63 0 AP891114-0114  334 0.017832102 run-1
63 0 AP890313-0160  335 0.017832102 run-1
63 0 AP890610-0085  336 0.017832102 run-1
63 0 AP891222-0038  337 0.017832102 run-1
63 0 AP890507-0035  338 0.017832102 run-1
63 0 AP890908-0251  339 0.017832102 run-1
63 0 AP890802-0220  340 0.017832102 run-1
63 0 AP890106-0052  341 0.017832102 run-1
63 0 AP891206-0001  342 0.017832102 run-1
63 0 AP891224-0028  343 0.017832102 run-1
63 0 AP890509-0020  344 0.017832102 run-1
63 0 AP890525-0183  345 0.017832102 run-1
63 0 AP891116-0238  346 0.017832102 run-1
63 0 AP891225-0060  347 0.017832102 run-1
63 0 AP890227-0264  348 0.017832102 run-1
63 0 AP890630-0107  349 0.017832102 run-1
63 0 AP890228-0103  350 0.017832102 run-1
63 0 AP890912-0162  351 0.017832102 run-1
63 0 AP890424-0130  352 0.017832102 run-1
63 0 AP890826-0017  353 0.017832102 run-1
63 0 AP891018-0023  354 0.017832102 run-1
63 0 AP890721-0068  355 0.017832102 run-1
63 0 AP890512-0055  356 0.017832102 run-1
63 0 AP890214-0002  357 0.017832102 run-1
63 0 AP891230-0096  358 0.017832102 run-1
63 0 AP890426-0270  359 0.017832102 run-1
63 0 AP891122-0240  360 0.017832102 run-1
63 0 AP890113-0092  361 0.017832102 run-1
63 0 AP890323-0001  362 0.017832102 run-1
63 0 AP890412-0109  363 0.017832102 run-1
63 0 AP891124-0050  364 0.017832102 run-1
63 0 AP891214-0060  365 0.017832102 run-1
63 0 AP890725-0191  366 0.017832102 run-1
63 0 AP890428-0251  367 0.017832102 run-1
63 0 AP890216-0161  368 0.017832102 run-1
63 0 AP890131-0167  369 0.017832102 run-1
63 0 AP891214-0226  370 0.017832102 run-1
63 0 AP890814-0026  371 0.017832102 run-1
63 0 AP890217-0145  372 0.017832102 run-1
63 0 AP891005-0223  373 0.017832102 run-1
63 0 AP890621-0265  374 0.017832102 run-1
63 0 AP890308-0043  375 0.017832102 run-1
63 0 AP890622-0047  376 0.017832102 run-1
63 0 AP890220-0025  377 0.017832102 run-1
63 0 AP890220-0173  378 0.017832102 run-1
63 0 AP890502-0201  379 0.017832102 run-1
63 0 AP890904-0046  380 0.017832102 run-1
63 0 AP890203-0098  381 0.015850758 run-1
63 0 AP890203-0134  382 0.015850758 run-1
63 0 AP890712-0206  383 0.015850758 run-1
63 0 AP891025-0288  384 0.015850758 run-1
63 0 AP891111-0023  385 0.015850758 run-1
63 0 AP891111-0029  386 0.015850758 run-1
63 0 AP890417-0236  387 0.015850758 run-1
63 0 AP890102-0134  388 0.015850758 run-1
63 0 AP890119-0152  389 0.015850758 run-1
63 0 AP890521-0061  390 0.015850758 run-1
63 0 AP890418-0080  391 0.015850758 run-1
63 0 AP890626-0052  392 0.015850758 run-1
63 0 AP891010-0189  393 0.015850758 run-1
63 0 AP891113-0050  394 0.015850758 run-1
63 0 AP890522-0116  395 0.015850758 run-1
63 0 AP891027-0024  396 0.015850758 run-1
63 0 AP890223-0072  397 0.015850758 run-1
63 0 AP890818-0170  398 0.015850758 run-1
63 0 AP891010-0274  399 0.015850758 run-1
63 0 AP890120-0049  400 0.015850758 run-1
63 0 AP890626-0192  401 0.015850758 run-1
63 0 AP890104-0084  402 0.015850758 run-1
63 0 AP890505-0137  403 0.015850758 run-1
63 0 AP890120-0213  404 0.015850758 run-1
63 0 AP890627-0077  405 0.015850758 run-1
63 0 AP891221-0089  406 0.015850758 run-1
63 0 AP891114-0098  407 0.015850758 run-1
63 0 AP890627-0136  408 0.015850758 run-1
63 0 AP890627-0176  409 0.015850758 run-1
63 0 AP891028-0069  410 0.015850758 run-1
63 0 AP890715-0040  411 0.015850758 run-1
63 0 AP890523-0155  412 0.015850758 run-1
63 0 AP890224-0194  413 0.015850758 run-1
63 0 AP891204-0046  414 0.015850758 run-1
63 0 AP891115-0057  415 0.015850758 run-1
63 0 AP891115-0063  416 0.015850758 run-1
63 0 AP890420-0152  417 0.015850758 run-1
63 0 AP890628-0157  418 0.015850758 run-1
63 0 AP890524-0096  419 0.015850758 run-1
63 0 AP890524-0154  420 0.015850758 run-1
63 0 AP890314-0239  421 0.015850758 run-1
63 0 AP891204-0232  422 0.015850758 run-1
63 0 AP891013-0074  423 0.015850758 run-1
63 0 AP890404-0134  424 0.015850758 run-1
63 0 AP890629-0040  425 0.015850758 run-1
63 0 AP890909-0108  426 0.015850758 run-1
63 0 AP890803-0109  427 0.015850758 run-1
63 0 AP890123-0269  428 0.015850758 run-1
63 0 AP891014-0029  429 0.015850758 run-1
63 0 AP890823-0107  430 0.015850758 run-1
63 0 AP890911-0058  431 0.015850758 run-1
63 0 AP890227-0161  432 0.015850758 run-1
63 0 AP890124-0081  433 0.015850758 run-1
63 0 AP890509-0075  434 0.015850758 run-1
63 0 AP890107-0138  435 0.015850758 run-1
63 0 AP890108-0009  436 0.015850758 run-1
63 0 AP890108-0017  437 0.015850758 run-1
63 0 AP890613-0220  438 0.015850758 run-1
63 0 AP890108-0085  439 0.015850758 run-1
63 0 AP891226-0058  440 0.015850758 run-1
63 0 AP890227-0319  441 0.015850758 run-1
63 0 AP890227-0324  442 0.015850758 run-1
63 0 AP890614-0042  443 0.015850758 run-1
63 0 AP891226-0134  444 0.015850758 run-1
63 0 AP890109-0086  445 0.015850758 run-1
63 0 AP890125-0021  446 0.015850758 run-1
63 0 AP890614-0078  447 0.015850758 run-1
63 0 AP890510-0054  448 0.015850758 run-1
63 0 AP890614-0100  449 0.015850758 run-1
63 0 AP890526-0155  450 0.015850758 run-1
63 0 AP890701-0002  451 0.015850758 run-1
63 0 AP890125-0104  452 0.015850758 run-1
63 0 AP891016-0230  453 0.015850758 run-1
63 0 AP890125-0132  454 0.015850758 run-1
63 0 AP890406-0184  455 0.015850758 run-1
63 0 AP890912-0164  456 0.015850758 run-1
63 0 AP890526-0260  457 0.015850758 run-1
63 0 AP890928-0310  458 0.015850758 run-1
63 0 AP891208-0146  459 0.015850758 run-1
63 0 AP890510-0222  460 0.015850758 run-1
63 0 AP890701-0154  461 0.015850758 run-1
63 0 AP890702-0024  462 0.015850758 run-1
63 0 AP890929-0120  463 0.015850758 run-1
63 0 AP890527-0135  464 0.015850758 run-1
63 0 AP891228-0057  465 0.015850758 run-1
63 0 AP890511-0074  466 0.015850758 run-1
63 0 AP890110-0087  467 0.015850758 run-1
63 0 AP890929-0230  468 0.015850758 run-1
63 0 AP891228-0147  469 0.015850758 run-1
63 0 AP890126-0114  470 0.015850758 run-1
63 0 AP891102-0208  471 0.015850758 run-1
63 0 AP890110-0173  472 0.015850758 run-1
63 0 AP890913-0239  473 0.015850758 run-1
63 0 AP890110-0290  474 0.015850758 run-1
63 0 AP890512-0093  475 0.015850758 run-1
63 0 AP890408-0117  476 0.015850758 run-1
63 0 AP891121-0088  477 0.015850758 run-1
63 0 AP890426-0104  478 0.015850758 run-1
63 0 AP890409-0071  479 0.015850758 run-1
63 0 AP890809-0097  480 0.015850758 run-1
63 0 AP891230-0057  481 0.015850758 run-1
63 0 AP891121-0193  482 0.015850758 run-1
63 0 AP890410-0036  483 0.015850758 run-1
63 0 AP890127-0206  484 0.015850758 run-1
63 0 AP890809-0144  485 0.015850758 run-1
63 0 AP890512-0287  486 0.015850758 run-1
63 0 AP890617-0077  487 0.015850758 run-1
63 0 AP891019-0126  488 0.015850758 run-1
63 0 AP890410-0135  489 0.015850758 run-1
63 0 AP890617-0099  490 0.015850758 run-1
63 0 AP890705-0122  491 0.015850758 run-1
63 0 AP891212-0092  492 0.015850758 run-1
63 0 AP890723-0044  493 0.015850758 run-1
63 0 AP890214-0200  494 0.015850758 run-1
63 0 AP890724-0007  495 0.015850758 run-1
63 0 AP890531-0187  496 0.015850758 run-1
63 0 AP890322-0007  497 0.015850758 run-1
63 0 AP890411-0047  498 0.015850758 run-1
63 0 AP891212-0244  499 0.015850758 run-1
63 0 AP890706-0171  500 0.015850758 run-1
63 0 AP890215-0113  501 0.015850758 run-1
63 0 AP890619-0185  502 0.015850758 run-1
63 0 AP890215-0165  503 0.015850758 run-1
63 0 AP891213-0146  504 0.015850758 run-1
63 0 AP890917-0024  505 0.015850758 run-1
63 0 AP891004-0055  506 0.015850758 run-1
63 0 AP890725-0050  507 0.015850758 run-1
63 0 AP891124-0011  508 0.015850758 run-1
63 0 AP890918-0072  509 0.015850758 run-1
63 0 AP890131-0055  510 0.015850758 run-1
63 0 AP890620-0181  511 0.015850758 run-1
63 0 AP890708-0006  512 0.015850758 run-1
63 0 AP890918-0174  513 0.015850758 run-1
63 0 AP890621-0018  514 0.015850758 run-1
63 0 AP890621-0022  515 0.015850758 run-1
63 0 AP890307-0080  516 0.015850758 run-1
63 0 AP890621-0071  517 0.015850758 run-1
63 0 AP890217-0069  518 0.015850758 run-1
63 0 AP890621-0148  519 0.015850758 run-1
63 0 AP890901-0111  520 0.015850758 run-1
63 0 AP891108-0155  521 0.015850758 run-1
63 0 AP890517-0152  522 0.015850758 run-1
63 0 AP890324-0189  523 0.015850758 run-1
63 0 AP890710-0098  524 0.015850758 run-1
63 0 AP891108-0278  525 0.015850758 run-1
63 0 AP890219-0017  526 0.015850758 run-1
63 0 AP890414-0094  527 0.015850758 run-1
63 0 AP890414-0100  528 0.015850758 run-1
63 0 AP890325-0056  529 0.015850758 run-1
