51 0 AP890908-0122  1 0.21424866 myalgo-run-1
63 0 AP890304-0138  379 0.03626673 myalgo-run-1
63 0 AP890726-0188  380 0.03626673 myalgo-run-1
63 0 AP890802-0144  381 0.03626673 myalgo-run-1
63 0 AP890318-0008  382 0.03626673 myalgo-run-1
63 0 AP890324-0214  383 0.03626673 myalgo-run-1
63 0 AP890425-0096  384 0.03626673 myalgo-run-1
63 0 AP890317-0259  385 0.0359789 myalgo-run-1
63 0 AP890501-0164  386 0.0359789 myalgo-run-1
63 0 AP891011-0099  387 0.035664205 myalgo-run-1
63 0 AP890601-0310  388 0.035664205 myalgo-run-1
63 0 AP890114-0114  389 0.035664205 myalgo-run-1
63 0 AP890118-0103  390 0.035664205 myalgo-run-1
63 0 AP890608-0144  391 0.035664205 myalgo-run-1
63 0 AP891027-0026  392 0.035664205 myalgo-run-1
63 0 AP890122-0074  393 0.035664205 myalgo-run-1
63 0 AP891103-0159  394 0.035664205 myalgo-run-1
63 0 AP890129-0052  395 0.035664205 myalgo-run-1
63 0 AP891121-0007  396 0.035664205 myalgo-run-1
63 0 AP891201-0092  397 0.035664205 myalgo-run-1
63 0 AP890716-0026  398 0.035664205 myalgo-run-1
63 0 AP891207-0207  399 0.035664205 myalgo-run-1
63 0 AP890313-0074  400 0.035664205 myalgo-run-1
63 0 AP890314-0113  401 0.035664205 myalgo-run-1
63 0 AP890903-0040  402 0.035664205 myalgo-run-1
63 0 AP890912-0105  403 0.035664205 myalgo-run-1
63 0 AP890912-0240  404 0.035664205 myalgo-run-1
63 0 AP890920-0196  405 0.035664205 myalgo-run-1
63 0 AP890726-0134  406 0.03526389 myalgo-run-1
63 0 AP891010-0156  407 0.03525932 myalgo-run-1
63 0 AP890608-0095  408 0.03525932 myalgo-run-1
63 0 AP891030-0065  409 0.03525932 myalgo-run-1
63 0 AP890123-0179  410 0.03525932 myalgo-run-1
63 0 AP891113-0082  411 0.03525932 myalgo-run-1
63 0 AP890209-0117  412 0.03525932 myalgo-run-1
63 0 AP891121-0029  413 0.03525932 myalgo-run-1
63 0 AP891124-0039  414 0.03525932 myalgo-run-1
63 0 AP891128-0221  415 0.03525932 myalgo-run-1
63 0 AP890712-0190  416 0.03525932 myalgo-run-1
63 0 AP891213-0112  417 0.03525932 myalgo-run-1
63 0 AP890308-0025  418 0.03525932 myalgo-run-1
63 0 AP890310-0190  419 0.03525932 myalgo-run-1
63 0 AP891222-0210  420 0.03525932 myalgo-run-1
63 0 AP890324-0171  421 0.03525932 myalgo-run-1
63 0 AP890329-0014  422 0.03525932 myalgo-run-1
63 0 AP890817-0189  423 0.03525932 myalgo-run-1
63 0 AP890418-0152  424 0.03525932 myalgo-run-1
63 0 AP890427-0160  425 0.03525932 myalgo-run-1
63 0 AP890427-0174  426 0.03525932 myalgo-run-1
63 0 AP890916-0026  427 0.03525932 myalgo-run-1
63 0 AP890917-0084  428 0.03525932 myalgo-run-1
63 0 AP890502-0122  429 0.03525932 myalgo-run-1
63 0 AP891004-0109  430 0.03525932 myalgo-run-1
63 0 AP890524-0226  431 0.03454422 myalgo-run-1
63 0 AP890107-0111  432 0.03454422 myalgo-run-1
63 0 AP891015-0022  433 0.03454422 myalgo-run-1
63 0 AP890109-0093  434 0.03454422 myalgo-run-1
63 0 AP891018-0025  435 0.03454422 myalgo-run-1
63 0 AP890112-0024  436 0.03454422 myalgo-run-1
63 0 AP890113-0198  437 0.03454422 myalgo-run-1
63 0 AP890118-0216  438 0.03454422 myalgo-run-1
63 0 AP890124-0008  439 0.03454422 myalgo-run-1
63 0 AP891101-0096  440 0.03454422 myalgo-run-1
63 0 AP890126-0010  441 0.03454422 myalgo-run-1
63 0 AP890127-0122  442 0.03454422 myalgo-run-1
63 0 AP890617-0040  443 0.03454422 myalgo-run-1
63 0 AP891104-0046  444 0.03454422 myalgo-run-1
63 0 AP890128-0049  445 0.03454422 myalgo-run-1
63 0 AP891105-0014  446 0.03454422 myalgo-run-1
63 0 AP890619-0078  447 0.03454422 myalgo-run-1
63 0 AP890619-0097  448 0.03454422 myalgo-run-1
63 0 AP890620-0169  449 0.03454422 myalgo-run-1
63 0 AP890622-0008  450 0.03454422 myalgo-run-1
63 0 AP890622-0113  451 0.03454422 myalgo-run-1
63 0 AP890202-0075  452 0.03454422 myalgo-run-1
63 0 AP890624-0097  453 0.03454422 myalgo-run-1
63 0 AP890629-0071  454 0.03454422 myalgo-run-1
63 0 AP891127-0162  455 0.03454422 myalgo-run-1
63 0 AP890221-0036  456 0.03454422 myalgo-run-1
63 0 AP891201-0045  457 0.03454422 myalgo-run-1
63 0 AP890717-0053  458 0.03454422 myalgo-run-1
63 0 AP890226-0014  459 0.03454422 myalgo-run-1
63 0 AP891208-0178  460 0.03454422 myalgo-run-1
63 0 AP890305-0012  461 0.03454422 myalgo-run-1
63 0 AP890308-0136  462 0.03454422 myalgo-run-1
63 0 AP891220-0178  463 0.03454422 myalgo-run-1
63 0 AP891223-0049  464 0.03454422 myalgo-run-1
63 0 AP890317-0179  465 0.03454422 myalgo-run-1
63 0 AP890322-0059  466 0.03454422 myalgo-run-1
63 0 AP890327-0075  467 0.03454422 myalgo-run-1
63 0 AP890818-0162  468 0.03454422 myalgo-run-1
63 0 AP890330-0096  469 0.03454422 myalgo-run-1
63 0 AP890405-0063  470 0.03454422 myalgo-run-1
63 0 AP890407-0006  471 0.03454422 myalgo-run-1
63 0 AP890407-0120  472 0.03454422 myalgo-run-1
63 0 AP890412-0030  473 0.03454422 myalgo-run-1
63 0 AP890903-0004  474 0.03454422 myalgo-run-1
63 0 AP890906-0162  475 0.03454422 myalgo-run-1
63 0 AP890908-0183  476 0.03454422 myalgo-run-1
63 0 AP890505-0200  477 0.03454422 myalgo-run-1
63 0 AP890505-0230  478 0.03454422 myalgo-run-1
63 0 AP890928-0127  479 0.03454422 myalgo-run-1
63 0 AP890510-0079  480 0.03454422 myalgo-run-1
63 0 AP890513-0148  481 0.03454422 myalgo-run-1
63 0 AP890514-0079  482 0.03454422 myalgo-run-1
63 0 AP890215-0215  483 0.03453974 myalgo-run-1
63 0 AP890102-0039  484 0.03319301 myalgo-run-1
63 0 AP890102-0103  485 0.03319301 myalgo-run-1
63 0 AP890112-0197  486 0.03319301 myalgo-run-1
63 0 AP890603-0045  487 0.03319301 myalgo-run-1
63 0 AP891030-0166  488 0.03319301 myalgo-run-1
63 0 AP891109-0088  489 0.03319301 myalgo-run-1
63 0 AP890302-0072  490 0.03319301 myalgo-run-1
63 0 AP891212-0264  491 0.03319301 myalgo-run-1
63 0 AP890307-0155  492 0.03319301 myalgo-run-1
63 0 AP890401-0018  493 0.03319301 myalgo-run-1
63 0 AP890406-0076  494 0.03319301 myalgo-run-1
63 0 AP890902-0160  495 0.03319301 myalgo-run-1
63 0 AP890113-0185  496 0.03241505 myalgo-run-1
63 0 AP891106-0079  497 0.03241505 myalgo-run-1
63 0 AP890407-0182  498 0.03241505 myalgo-run-1
63 0 AP891003-0025  499 0.03238101 myalgo-run-1
63 0 AP890517-0218  500 0.03238101 myalgo-run-1
63 0 AP890524-0083  501 0.031701516 myalgo-run-1
63 0 AP890107-0150  502 0.031701516 myalgo-run-1
63 0 AP891016-0227  503 0.031701516 myalgo-run-1
63 0 AP891017-0243  504 0.031701516 myalgo-run-1
63 0 AP890117-0242  505 0.031701516 myalgo-run-1
63 0 AP890119-0144  506 0.031701516 myalgo-run-1
63 0 AP890124-0009  507 0.031701516 myalgo-run-1
63 0 AP890615-0151  508 0.031701516 myalgo-run-1
63 0 AP890201-0146  509 0.031701516 myalgo-run-1
63 0 AP891114-0062  510 0.031701516 myalgo-run-1
63 0 AP890207-0212  511 0.031701516 myalgo-run-1
63 0 AP890222-0023  512 0.031701516 myalgo-run-1
63 0 AP890301-0283  513 0.031701516 myalgo-run-1
63 0 AP890301-0300  514 0.031701516 myalgo-run-1
63 0 AP890724-0169  515 0.031701516 myalgo-run-1
63 0 AP890316-0240  516 0.031701516 myalgo-run-1
63 0 AP890811-0085  517 0.031701516 myalgo-run-1
63 0 AP890815-0035  518 0.031701516 myalgo-run-1
63 0 AP890405-0042  519 0.031701516 myalgo-run-1
63 0 AP890410-0224  520 0.031701516 myalgo-run-1
63 0 AP890413-0164  521 0.031701516 myalgo-run-1
63 0 AP890906-0167  522 0.031701516 myalgo-run-1
63 0 AP890420-0058  523 0.031701516 myalgo-run-1
63 0 AP890913-0155  524 0.031701516 myalgo-run-1
63 0 AP890516-0131  525 0.031701516 myalgo-run-1
63 0 AP890102-0139  526 0.031085767 myalgo-run-1
63 0 AP890113-0142  527 0.031085767 myalgo-run-1
63 0 AP890116-0056  528 0.031085767 myalgo-run-1
63 0 AP890607-0026  529 0.031085767 myalgo-run-1
63 0 AP890121-0037  530 0.031085767 myalgo-run-1
63 0 AP890614-0142  531 0.031085767 myalgo-run-1
63 0 AP891107-0273  532 0.031085767 myalgo-run-1
63 0 AP890201-0118  533 0.031085767 myalgo-run-1
63 0 AP891109-0234  534 0.031085767 myalgo-run-1
63 0 AP891111-0083  535 0.031085767 myalgo-run-1
63 0 AP891116-0181  536 0.031085767 myalgo-run-1
63 0 AP891116-0194  537 0.031085767 myalgo-run-1
63 0 AP890717-0210  538 0.031085767 myalgo-run-1
63 0 AP890718-0276  539 0.031085767 myalgo-run-1
63 0 AP891207-0134  540 0.031085767 myalgo-run-1
63 0 AP891208-0234  541 0.031085767 myalgo-run-1
63 0 AP890726-0290  542 0.031085767 myalgo-run-1
63 0 AP890313-0156  543 0.031085767 myalgo-run-1
63 0 AP891225-0052  544 0.031085767 myalgo-run-1
63 0 AP890809-0068  545 0.031085767 myalgo-run-1
63 0 AP890330-0246  546 0.031085767 myalgo-run-1
63 0 AP890405-0047  547 0.031085767 myalgo-run-1
63 0 AP890417-0111  548 0.031085767 myalgo-run-1
63 0 AP890419-0137  549 0.031085767 myalgo-run-1
63 0 AP890420-0276  550 0.031085767 myalgo-run-1
63 0 AP890915-0016  551 0.031085767 myalgo-run-1
63 0 AP890918-0029  552 0.031085767 myalgo-run-1
63 0 AP890920-0175  553 0.031085767 myalgo-run-1
63 0 AP890921-0068  554 0.031085767 myalgo-run-1
63 0 AP890922-0045  555 0.031085767 myalgo-run-1
63 0 AP891006-0129  556 0.031085767 myalgo-run-1
63 0 AP890726-0291  557 0.030958513 myalgo-run-1
63 0 AP890814-0200  558 0.030958513 myalgo-run-1
63 0 AP891012-0019  559 0.030705972 myalgo-run-1
63 0 AP890619-0104  560 0.030705972 myalgo-run-1
63 0 AP891106-0249  561 0.030705972 myalgo-run-1
63 0 AP890628-0123  562 0.030705972 myalgo-run-1
63 0 AP891122-0075  563 0.030705972 myalgo-run-1
63 0 AP890319-0006  564 0.030705972 myalgo-run-1
63 0 AP890909-0036  565 0.030705972 myalgo-run-1
63 0 AP890913-0088  566 0.030705972 myalgo-run-1
63 0 AP890518-0096  567 0.030705972 myalgo-run-1
63 0 AP891007-0027  568 0.030705972 myalgo-run-1
63 0 AP890111-0276  569 0.029934444 myalgo-run-1
63 0 AP890920-0224  570 0.028851045 myalgo-run-1
63 0 AP890104-0155  571 0.028783118 myalgo-run-1
63 0 AP890524-0181  572 0.028783118 myalgo-run-1
63 0 AP891014-0004  573 0.028783118 myalgo-run-1
63 0 AP891016-0231  574 0.028783118 myalgo-run-1
63 0 AP890110-0092  575 0.028783118 myalgo-run-1
63 0 AP891017-0213  576 0.028783118 myalgo-run-1
63 0 AP891020-0055  577 0.028783118 myalgo-run-1
63 0 AP891024-0182  578 0.028783118 myalgo-run-1
63 0 AP890123-0048  579 0.028783118 myalgo-run-1
63 0 AP891030-0212  580 0.028783118 myalgo-run-1
63 0 AP890618-0077  581 0.028783118 myalgo-run-1
63 0 AP890202-0296  582 0.028783118 myalgo-run-1
63 0 AP890623-0173  583 0.028783118 myalgo-run-1
63 0 AP891123-0143  584 0.028783118 myalgo-run-1
63 0 AP890707-0168  585 0.028783118 myalgo-run-1
63 0 AP891124-0219  586 0.028783118 myalgo-run-1
63 0 AP890714-0010  587 0.028783118 myalgo-run-1
63 0 AP891211-0144  588 0.028783118 myalgo-run-1
63 0 AP890722-0062  589 0.028783118 myalgo-run-1
63 0 AP890305-0021  590 0.028783118 myalgo-run-1
63 0 AP891213-0215  591 0.028783118 myalgo-run-1
63 0 AP890725-0202  592 0.028783118 myalgo-run-1
63 0 AP890725-0273  593 0.028783118 myalgo-run-1
63 0 AP890313-0136  594 0.028783118 myalgo-run-1
63 0 AP890315-0095  595 0.028783118 myalgo-run-1
63 0 AP890805-0062  596 0.028783118 myalgo-run-1
63 0 AP890808-0078  597 0.028783118 myalgo-run-1
63 0 AP891229-0040  598 0.028783118 myalgo-run-1
63 0 AP890818-0218  599 0.028783118 myalgo-run-1
63 0 AP890330-0228  600 0.028783118 myalgo-run-1
63 0 AP890401-0112  601 0.028783118 myalgo-run-1
63 0 AP890405-0080  602 0.028783118 myalgo-run-1
63 0 AP890410-0107  603 0.028783118 myalgo-run-1
63 0 AP890830-0101  604 0.028783118 myalgo-run-1
63 0 AP890910-0094  605 0.028783118 myalgo-run-1
63 0 AP890421-0266  606 0.028783118 myalgo-run-1
63 0 AP890424-0061  607 0.028783118 myalgo-run-1
63 0 AP890912-0259  608 0.028783118 myalgo-run-1
63 0 AP890913-0266  609 0.028783118 myalgo-run-1
63 0 AP890914-0284  610 0.028783118 myalgo-run-1
63 0 AP890501-0061  611 0.028783118 myalgo-run-1
63 0 AP890502-0292  612 0.028783118 myalgo-run-1
63 0 AP890924-0053  613 0.028783118 myalgo-run-1
63 0 AP890505-0286  614 0.028783118 myalgo-run-1
63 0 AP890510-0084  615 0.028783118 myalgo-run-1
63 0 AP891002-0145  616 0.028783118 myalgo-run-1
63 0 AP890513-0033  617 0.028783118 myalgo-run-1
63 0 AP891005-0148  618 0.028783118 myalgo-run-1
63 0 AP890522-0158  619 0.028207455 myalgo-run-1
63 0 AP891011-0065  620 0.028207455 myalgo-run-1
63 0 AP890523-0173  621 0.028207455 myalgo-run-1
63 0 AP891012-0138  622 0.028207455 myalgo-run-1
63 0 AP891012-0184  623 0.028207455 myalgo-run-1
63 0 AP891012-0325  624 0.028207455 myalgo-run-1
63 0 AP891015-0052  625 0.028207455 myalgo-run-1
63 0 AP890108-0051  626 0.028207455 myalgo-run-1
63 0 AP890110-0111  627 0.028207455 myalgo-run-1
63 0 AP891018-0156  628 0.028207455 myalgo-run-1
63 0 AP890111-0102  629 0.028207455 myalgo-run-1
63 0 AP890530-0179  630 0.028207455 myalgo-run-1
63 0 AP890531-0102  631 0.028207455 myalgo-run-1
63 0 AP891019-0200  632 0.028207455 myalgo-run-1
63 0 AP890113-0150  633 0.028207455 myalgo-run-1
63 0 AP890601-0339  634 0.028207455 myalgo-run-1
63 0 AP890115-0028  635 0.028207455 myalgo-run-1
63 0 AP891023-0157  636 0.028207455 myalgo-run-1
63 0 AP890117-0263  637 0.028207455 myalgo-run-1
63 0 AP890118-0266  638 0.028207455 myalgo-run-1
63 0 AP890609-0133  639 0.028207455 myalgo-run-1
63 0 AP890609-0151  640 0.028207455 myalgo-run-1
63 0 AP890609-0240  641 0.028207455 myalgo-run-1
63 0 AP890123-0104  642 0.028207455 myalgo-run-1
63 0 AP890123-0162  643 0.028207455 myalgo-run-1
63 0 AP890125-0326  644 0.028207455 myalgo-run-1
63 0 AP891102-0167  645 0.028207455 myalgo-run-1
63 0 AP891102-0240  646 0.028207455 myalgo-run-1
63 0 AP890130-0173  647 0.028207455 myalgo-run-1
63 0 AP890131-0248  648 0.028207455 myalgo-run-1
63 0 AP890202-0116  649 0.028207455 myalgo-run-1
63 0 AP890622-0278  650 0.028207455 myalgo-run-1
63 0 AP890623-0213  651 0.028207455 myalgo-run-1
63 0 AP890625-0079  652 0.028207455 myalgo-run-1
63 0 AP890205-0078  653 0.028207455 myalgo-run-1
63 0 AP891113-0117  654 0.028207455 myalgo-run-1
63 0 AP890206-0094  655 0.028207455 myalgo-run-1
63 0 AP890207-0103  656 0.028207455 myalgo-run-1
63 0 AP891116-0017  657 0.028207455 myalgo-run-1
63 0 AP890629-0254  658 0.028207455 myalgo-run-1
63 0 AP890211-0152  659 0.028207455 myalgo-run-1
63 0 AP891121-0141  660 0.028207455 myalgo-run-1
63 0 AP890214-0107  661 0.028207455 myalgo-run-1
63 0 AP891122-0219  662 0.028207455 myalgo-run-1
63 0 AP891123-0054  663 0.028207455 myalgo-run-1
63 0 AP890215-0216  664 0.028207455 myalgo-run-1
63 0 AP891124-0192  665 0.028207455 myalgo-run-1
63 0 AP890216-0250  666 0.028207455 myalgo-run-1
63 0 AP891129-0065  667 0.028207455 myalgo-run-1
63 0 AP891129-0177  668 0.028207455 myalgo-run-1
63 0 AP891130-0013  669 0.028207455 myalgo-run-1
63 0 AP890713-0055  670 0.028207455 myalgo-run-1
63 0 AP891204-0045  671 0.028207455 myalgo-run-1
63 0 AP890718-0075  672 0.028207455 myalgo-run-1
63 0 AP890718-0281  673 0.028207455 myalgo-run-1
63 0 AP891207-0220  674 0.028207455 myalgo-run-1
63 0 AP890723-0035  675 0.028207455 myalgo-run-1
63 0 AP890307-0194  676 0.028207455 myalgo-run-1
63 0 AP891218-0100  677 0.028207455 myalgo-run-1
63 0 AP890728-0252  678 0.028207455 myalgo-run-1
63 0 AP890729-0138  679 0.028207455 myalgo-run-1
63 0 AP890314-0006  680 0.028207455 myalgo-run-1
63 0 AP890314-0017  681 0.028207455 myalgo-run-1
63 0 AP890802-0274  682 0.028207455 myalgo-run-1
63 0 AP890802-0298  683 0.028207455 myalgo-run-1
63 0 AP890803-0248  684 0.028207455 myalgo-run-1
63 0 AP890809-0055  685 0.028207455 myalgo-run-1
63 0 AP890322-0001  686 0.028207455 myalgo-run-1
63 0 AP890814-0002  687 0.028207455 myalgo-run-1
63 0 AP890817-0091  688 0.028207455 myalgo-run-1
63 0 AP890817-0113  689 0.028207455 myalgo-run-1
63 0 AP890819-0125  690 0.028207455 myalgo-run-1
63 0 AP890407-0130  691 0.028207455 myalgo-run-1
63 0 AP890409-0037  692 0.028207455 myalgo-run-1
63 0 AP890410-0067  693 0.028207455 myalgo-run-1
63 0 AP890828-0254  694 0.028207455 myalgo-run-1
63 0 AP890831-0241  695 0.028207455 myalgo-run-1
63 0 AP890903-0027  696 0.028207455 myalgo-run-1
63 0 AP890907-0052  697 0.028207455 myalgo-run-1
63 0 AP890420-0271  698 0.028207455 myalgo-run-1
63 0 AP890912-0089  699 0.028207455 myalgo-run-1
63 0 AP890425-0177  700 0.028207455 myalgo-run-1
63 0 AP890426-0195  701 0.028207455 myalgo-run-1
63 0 AP890427-0047  702 0.028207455 myalgo-run-1
63 0 AP890915-0277  703 0.028207455 myalgo-run-1
63 0 AP890428-0037  704 0.028207455 myalgo-run-1
63 0 AP890428-0238  705 0.028207455 myalgo-run-1
63 0 AP890919-0215  706 0.028207455 myalgo-run-1
63 0 AP890921-0078  707 0.028207455 myalgo-run-1
63 0 AP890506-0080  708 0.028207455 myalgo-run-1
63 0 AP890508-0171  709 0.028207455 myalgo-run-1
63 0 AP890508-0259  710 0.028207455 myalgo-run-1
63 0 AP890929-0141  711 0.028207455 myalgo-run-1
63 0 AP890525-0005  712 0.028006602 myalgo-run-1
63 0 AP890110-0191  713 0.028006602 myalgo-run-1
63 0 AP891026-0152  714 0.028006602 myalgo-run-1
63 0 AP890123-0142  715 0.028006602 myalgo-run-1
63 0 AP890126-0088  716 0.028006602 myalgo-run-1
63 0 AP890127-0053  717 0.028006602 myalgo-run-1
63 0 AP890728-0038  718 0.028006602 myalgo-run-1
63 0 AP890816-0076  719 0.028006602 myalgo-run-1
63 0 AP890822-0172  720 0.028006602 myalgo-run-1
63 0 AP890414-0026  721 0.028006602 myalgo-run-1
63 0 AP890908-0051  722 0.028006602 myalgo-run-1
63 0 AP890425-0127  723 0.028006602 myalgo-run-1
63 0 AP890502-0170  724 0.028006602 myalgo-run-1
63 0 AP891109-0261  725 0.027697004 myalgo-run-1
63 0 AP890701-0079  726 0.027697004 myalgo-run-1
63 0 AP890222-0222  727 0.027697004 myalgo-run-1
63 0 AP890312-0020  728 0.027697004 myalgo-run-1
63 0 AP891225-0039  729 0.027697004 myalgo-run-1
63 0 AP890523-0044  730 0.027631793 myalgo-run-1
63 0 AP890523-0123  731 0.027631793 myalgo-run-1
63 0 AP890524-0096  732 0.027631793 myalgo-run-1
63 0 AP890524-0211  733 0.027631793 myalgo-run-1
63 0 AP890107-0075  734 0.027631793 myalgo-run-1
63 0 AP891015-0014  735 0.027631793 myalgo-run-1
63 0 AP891016-0074  736 0.027631793 myalgo-run-1
63 0 AP891016-0230  737 0.027631793 myalgo-run-1
63 0 AP890607-0077  738 0.027631793 myalgo-run-1
63 0 AP890608-0203  739 0.027631793 myalgo-run-1
63 0 AP891027-0272  740 0.027631793 myalgo-run-1
63 0 AP890612-0029  741 0.027631793 myalgo-run-1
63 0 AP890612-0271  742 0.027631793 myalgo-run-1
63 0 AP891031-0082  743 0.027631793 myalgo-run-1
63 0 AP890613-0219  744 0.027631793 myalgo-run-1
63 0 AP891101-0085  745 0.027631793 myalgo-run-1
63 0 AP891101-0152  746 0.027631793 myalgo-run-1
63 0 AP890621-0283  747 0.027631793 myalgo-run-1
63 0 AP891108-0278  748 0.027631793 myalgo-run-1
63 0 AP891109-0132  749 0.027631793 myalgo-run-1
63 0 AP890623-0037  750 0.027631793 myalgo-run-1
63 0 AP891110-0165  751 0.027631793 myalgo-run-1
63 0 AP891113-0163  752 0.027631793 myalgo-run-1
63 0 AP890628-0010  753 0.027631793 myalgo-run-1
63 0 AP891115-0172  754 0.027631793 myalgo-run-1
63 0 AP890208-0067  755 0.027631793 myalgo-run-1
63 0 AP890208-0317  756 0.027631793 myalgo-run-1
63 0 AP890703-0190  757 0.027631793 myalgo-run-1
63 0 AP891121-0065  758 0.027631793 myalgo-run-1
63 0 AP890215-0167  759 0.027631793 myalgo-run-1
63 0 AP891127-0145  760 0.027631793 myalgo-run-1
63 0 AP891128-0074  761 0.027631793 myalgo-run-1
63 0 AP891129-0245  762 0.027631793 myalgo-run-1
63 0 AP890713-0052  763 0.027631793 myalgo-run-1
63 0 AP891201-0066  764 0.027631793 myalgo-run-1
63 0 AP890224-0173  765 0.027631793 myalgo-run-1
63 0 AP890719-0004  766 0.027631793 myalgo-run-1
63 0 AP890302-0040  767 0.027631793 myalgo-run-1
63 0 AP890721-0225  768 0.027631793 myalgo-run-1
63 0 AP890302-0238  769 0.027631793 myalgo-run-1
63 0 AP890729-0055  770 0.027631793 myalgo-run-1
63 0 AP890729-0072  771 0.027631793 myalgo-run-1
63 0 AP890729-0131  772 0.027631793 myalgo-run-1
63 0 AP890310-0304  773 0.027631793 myalgo-run-1
63 0 AP890803-0261  774 0.027631793 myalgo-run-1
63 0 AP890317-0197  775 0.027631793 myalgo-run-1
63 0 AP890329-0051  776 0.027631793 myalgo-run-1
63 0 AP890818-0039  777 0.027631793 myalgo-run-1
63 0 AP890404-0215  778 0.027631793 myalgo-run-1
63 0 AP890824-0114  779 0.027631793 myalgo-run-1
63 0 AP890914-0169  780 0.027631793 myalgo-run-1
63 0 AP890915-0058  781 0.027631793 myalgo-run-1
63 0 AP890916-0017  782 0.027631793 myalgo-run-1
63 0 AP890429-0105  783 0.027631793 myalgo-run-1
63 0 AP890920-0106  784 0.027631793 myalgo-run-1
63 0 AP890925-0242  785 0.027631793 myalgo-run-1
63 0 AP890928-0242  786 0.027631793 myalgo-run-1
63 0 AP890929-0091  787 0.027631793 myalgo-run-1
63 0 AP891001-0001  788 0.027631793 myalgo-run-1
63 0 AP890515-0139  789 0.027631793 myalgo-run-1
63 0 AP891006-0174  790 0.027631793 myalgo-run-1
63 0 AP890103-0189  791 0.026748154 myalgo-run-1
63 0 AP891016-0010  792 0.026748154 myalgo-run-1
63 0 AP891020-0244  793 0.026748154 myalgo-run-1
63 0 AP891101-0188  794 0.026748154 myalgo-run-1
63 0 AP891102-0059  795 0.026748154 myalgo-run-1
63 0 AP890718-0126  796 0.026748154 myalgo-run-1
63 0 AP890308-0245  797 0.026748154 myalgo-run-1
63 0 AP890318-0112  798 0.026748154 myalgo-run-1
63 0 AP890404-0185  799 0.026748154 myalgo-run-1
63 0 AP890830-0029  800 0.026748154 myalgo-run-1
63 0 AP890425-0216  801 0.026748154 myalgo-run-1
63 0 AP890913-0308  802 0.026748154 myalgo-run-1
63 0 AP890425-0242  803 0.026748154 myalgo-run-1
63 0 AP890103-0133  804 0.02593204 myalgo-run-1
63 0 AP890522-0081  805 0.02593204 myalgo-run-1
63 0 AP890109-0301  806 0.02593204 myalgo-run-1
63 0 AP890527-0100  807 0.02593204 myalgo-run-1
63 0 AP890110-0112  808 0.02593204 myalgo-run-1
63 0 AP890531-0068  809 0.02593204 myalgo-run-1
63 0 AP890113-0006  810 0.02593204 myalgo-run-1
63 0 AP891020-0203  811 0.02593204 myalgo-run-1
63 0 AP890115-0011  812 0.02593204 myalgo-run-1
63 0 AP890117-0261  813 0.02593204 myalgo-run-1
63 0 AP891025-0165  814 0.02593204 myalgo-run-1
63 0 AP890607-0097  815 0.02593204 myalgo-run-1
63 0 AP890607-0117  816 0.02593204 myalgo-run-1
63 0 AP891026-0170  817 0.02593204 myalgo-run-1
63 0 AP890613-0075  818 0.02593204 myalgo-run-1
63 0 AP890125-0156  819 0.02593204 myalgo-run-1
63 0 AP891104-0016  820 0.02593204 myalgo-run-1
63 0 AP891108-0137  821 0.02593204 myalgo-run-1
63 0 AP890204-0020  822 0.02593204 myalgo-run-1
63 0 AP890630-0113  823 0.02593204 myalgo-run-1
63 0 AP891117-0117  824 0.02593204 myalgo-run-1
63 0 AP890711-0069  825 0.02593204 myalgo-run-1
63 0 AP890714-0164  826 0.02593204 myalgo-run-1
63 0 AP890304-0124  827 0.02593204 myalgo-run-1
